category_id,name,depth,parent_id,wikipedia_page_id,wikipedia_url,wikidata_iri,has_extract,n_concepts,n_children,extract_preview
infrared,Infrared,4,optics,15022,https://en.wikipedia.org/?curid=15022,wd:Q11388,1,8,0,Infrared (IR; sometimes called infrared light) is electromagnetic radiation (EMR) with wavelengths longer than that of visible light but shorter than microwaves. The infrared spectral band begins with
innovation,Innovation,4,philosophy-of-science,118450,https://en.wikipedia.org/?curid=118450,wd:Q174165,1,16,0,"Innovation is the practical implementation of ideas that result in the creation or improvements of goods or services. ISO TC 279 in the standard ISO 56000:2020 defines innovation as ""a new or changed "
entities-in-inorganic-chemistry,Inorganic chemistry,4,inorganic-chemistry,14624,https://en.wikipedia.org/?curid=14624,wd:Q11165,1,0,0,"Inorganic chemistry deals with synthesis and behavior of inorganic and organometallic compounds. This field covers chemical compounds that are not carbon-based, which are the subjects of organic chemi"
topics-in-inorganic-chemistry,Inorganic chemistry,4,inorganic-chemistry,14624,https://en.wikipedia.org/?curid=14624,wd:Q11165,1,102,0,"Inorganic chemistry deals with synthesis and behavior of inorganic and organometallic compounds. This field covers chemical compounds that are not carbon-based, which are the subjects of organic chemi"
input-output,Input/output,4,computer-architecture,22393474,https://en.wikipedia.org/?curid=22393474,wd:Q219320,1,19,0,"In computing, input/output (I/O, i/o, or informally io or IO) is the communication between an information processing system, such as a computer, and the outside world, such as another computer system,"
inquiry-based-learning,Inquiry-based learning,4,pedagogy,10129706,https://en.wikipedia.org/?curid=10129706,wd:Q3623716,1,0,0,"Inquiry-based learning (also spelled as enquiry-based learning in British English) is a form of active learning that starts by posing questions, problems or scenarios. It contrasts with traditional ed"
insect-ecology,Insect ecology,4,ecology,15367337,https://en.wikipedia.org/?curid=15367337,wd:Q4530315,1,0,0,"Insect ecology is the interaction of insects, individually or as a community, with the surrounding environment or ecosystem.  This interaction is mostly mediated by the secretion and detection of chem"
insect-farming,Insect farming,4,animal-husbandry,25174978,https://en.wikipedia.org/?curid=25174978,wd:Q1351959,1,0,0,"Insect farming is the practice of raising and breeding insects as livestock, also referred to as minilivestock or micro stock. Insects may be farmed for the commodities they produce (like silk, honey,"
social-institutions,Institution,4,social-philosophy,294833,https://en.wikipedia.org/?curid=294833,wd:Q178706,1,3,0,An institution is a humanly devised structure of rules and norms that shape and constrain social behavior. All definitions of institutions generally entail that there is a level of persistence and con
institutional-economics,Institutional economics,4,macroeconomics,859910,https://en.wikipedia.org/?curid=859910,wd:Q1118654,1,0,0,Institutional economics focuses on understanding the role of the evolutionary process and the role of institutions in shaping economic behavior. Its original focus lay in Thorstein Veblen's instinct-o
institutional-theory,Institutional theory,4,political-science,2582114,https://en.wikipedia.org/?curid=2582114,wd:Q16252774,1,0,0,"In sociology and organizational studies, institutional theory is a theory on the deeper and more resilient aspects of social structure. It considers the processes by which structures, including scheme"
instrumental-chemistry,Instrumental chemistry,4,analytical-chemistry,26219128,https://en.wikipedia.org/?curid=26219128,wd:Q667602,1,0,0,Instrumental analysis is a field of analytical chemistry that investigates analytes using scientific instruments.
entities-in-intensive-care-medicine,Intensive care medicine,4,intensive-care-medicine,299014,https://en.wikipedia.org/?curid=299014,wd:Q679690,1,0,0,"Intensive care medicine, usually called critical care medicine, is a medical specialty that deals with seriously or critically ill patients who have, are at risk of, or are recovering from conditions "
topics-in-intensive-care-medicine,Intensive care medicine,4,intensive-care-medicine,299014,https://en.wikipedia.org/?curid=299014,wd:Q679690,0,112,0,
interface-and-colloid-science,Interface and colloid science,4,physical-chemistry,13651338,https://en.wikipedia.org/?curid=13651338,wd:Q909495,1,3,0,"Interface and colloid science is an interdisciplinary intersection of branches of chemistry, physics, nanoscience and other fields dealing with colloids, heterogeneous multiphase systems that contain "
interferometry,Interferometry,4,optics,166689,https://en.wikipedia.org/?curid=166689,wd:Q850283,1,22,0,Interferometry is a technique which uses the interference of superimposed waves  to extract information. Interferometry typically uses electromagnetic waves and is an important investigative technique
entities-in-interior-design,Interior design,4,interior-design,573174,https://en.wikipedia.org/?curid=573174,wd:Q179232,1,0,0,Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. With a keen eye for de
topics-in-interior-design,Interior design,4,interior-design,573174,https://en.wikipedia.org/?curid=573174,wd:Q179232,0,7,0,
intermediate-logic,Intermediate logic,4,mathematical-logic,769022,https://en.wikipedia.org/?curid=769022,wd:Q5361594,1,0,0,"In mathematical logic, a superintuitionistic logic is a propositional logic extending intuitionistic logic. A logic is a set of propositional formulas with certain closure properties. The logics are p"
internal-combustion-engines,Internal combustion engine,4,automotive-engineering,41228673,https://en.wikipedia.org/?curid=41228673,wd:Q12757,1,50,0,An internal combustion engine (ICE or IC engine) is a heat engine in which the combustion of a fuel occurs with an oxidizer (usually air) in a combustion chamber that is an integral part of the workin
entities-in-internal-medicine,Internal medicine,4,internal-medicine,205264,https://en.wikipedia.org/?curid=205264,wd:Q11180,1,0,0,"Internal medicine, also known as general medicine in Commonwealth nations, is a specialty for medical doctors focused on the prevention, diagnosis, and treatment of diseases in adults. Internal refers"
topics-in-internal-medicine,Internal medicine,4,internal-medicine,205264,https://en.wikipedia.org/?curid=205264,wd:Q11180,0,0,0,
international-style,International Style,4,architectural-styles,314881,https://en.wikipedia.org/?curid=314881,wd:Q162324,1,27,0,The International Style is a major architectural style and movement that began in western Europe in the 1920s and dominated modern architecture until the 1970s. It is defined by strict adherence to fu
international-development,International development,4,macroeconomics,385745,https://en.wikipedia.org/?curid=385745,wd:Q2477868,1,71,0,International development or global development is a broad concept denoting the idea that societies and countries have differing levels of economic or human development on an international scale. It i
international-economics,International economics,4,macroeconomics,1700209,https://en.wikipedia.org/?curid=1700209,wd:Q47417,1,0,0,International economics is concerned with the effects upon economic activity from international differences in productive resources and  consumer preferences and the international institutions that af
international-law,International law,4,branches-of-law,8195726,https://en.wikipedia.org/?curid=8195726,wd:Q4394526,1,46,0,"International law, also known as public international law and the law of nations, is the set of rules, norms, legal customs and standards that states and other actors feel an obligation to, and genera"
international-relations,International relations,4,political-science,82533,https://en.wikipedia.org/?curid=82533,wd:Q166542,1,29,0,"International relations (IR, and also referred to as international studies, international politics, or international affairs) is an academic discipline. In a broader sense, the study of IR, in additio"
internet,Internet,4,computer-networks,14539,https://en.wikipedia.org/?curid=14539,wd:Q75,1,26,0,The Internet (or internet) is the global system of interconnected computer networks that uses the Internet protocol suite (TCP/IP) to communicate between networks and devices. It is a network of netwo
internet-linguistics,Internet linguistics,4,applied-linguistics,13458509,https://en.wikipedia.org/?curid=13458509,wd:Q6056000,1,0,0,Internet linguistics is a domain of linguistics advocated by the English linguist David Crystal. It studies new language styles and forms that have arisen under the influence of the Internet and of ot
internet-protocol-suite,Internet protocol suite,4,computer-networks,15476,https://en.wikipedia.org/?curid=15476,wd:Q81414,1,104,0,"The Internet protocol suite, commonly known as TCP/IP, is a framework for organizing the communication protocols used in the Internet and similar computer networks according to functional criteria. Th"
interpretations-of-quantum-mechanics,Interpretations of quantum mechanics,4,quantum-mechanics,54738,https://en.wikipedia.org/?curid=54738,wd:Q899137,1,33,0,An interpretation of quantum mechanics is an attempt to explain how the mathematical theory of quantum mechanics might correspond to experienced reality. Quantum mechanics has held up to rigorous and 
interpreters,Interpreter (computing),4,computer-programming,59868,https://en.wikipedia.org/?curid=59868,wd:Q183065,1,16,0,"In computing, an interpreter is software that executes source code without first compiling it to machine code. An interpreted runtime environment differs from one that processes CPU-native executable "
intuitionistic-logic,Intuitionistic logic,4,non-classical-logic,169262,https://en.wikipedia.org/?curid=169262,wd:Q176786,1,2,0,"Intuitionistic logic, sometimes more generally called constructive logic, refers to systems of symbolic logic that differ from the systems used for classical logic by more closely mirroring the notion"
invention,Invention,4,philosophy-of-science,44312,https://en.wikipedia.org/?curid=44312,wd:Q12579633,1,0,0,"An invention is a unique or novel device, method, composition, idea, or process. An invention may be an improvement upon a machine, product, or process for increasing efficiency or lowering cost. It m"
investment-management,Investment management,4,finance,1557851,https://en.wikipedia.org/?curid=1557851,wd:Q14864997,1,113,0,"Investment management (sometimes referred to more generally as financial asset management) is the professional asset management of various securities, including shareholdings, bonds, and other assets,"
iranian-religions,Iranian religions,4,belief-systems,952063,https://en.wikipedia.org/?curid=952063,wd:Q1463386,1,6,0,"The Iranian religions, also known as the Persian religions, are, in the context of comparative religion, a grouping of religious movements that originated in the Iranian plateau, which accounts for th"
iron-age,Iron Age,4,prehistoric-period,14711,https://en.wikipedia.org/?curid=14711,wd:Q11764,1,0,0,"The Iron Age (c. 1200 – c. 550 BC) is the final epoch of the three historical Metal Ages, after the Copper Age and Bronze Age. It has also been considered as the final age of the three-age division st"
irreligion,Irreligion,4,belief-systems,323777,https://en.wikipedia.org/?curid=323777,wd:Q58721,1,11,0,"Irreligion is the absence or rejection of religious beliefs or practices. It encompasses a wide range of viewpoints drawn from various philosophical and intellectual perspectives, including atheism, a"
islamic-architecture,Islamic architecture,4,architectural-styles,276104,https://en.wikipedia.org/?curid=276104,wd:Q212940,1,6,0,Islamic architecture comprises the architectural styles of buildings associated with Islamic civilization. It encompasses both secular and religious styles from the early history of Islam to the prese
judicial-branch,Judiciary,4,branches-of-government,59564,https://en.wikipedia.org/?curid=59564,wd:Q105985,1,0,0,"The judiciary (also known as the judicial system, judicature, judicial branch, judiciative branch, and court or judiciary system) is the system of courts that adjudicates legal disputes/disagreements "
justice,Justice,4,political-philosophy,16369,https://en.wikipedia.org/?curid=16369,wd:Q13189320,1,0,0,"In its broadest sense, justice is the treatment of individuals fairly. According to the Stanford Encyclopedia of Philosophy, the most plausible candidate for a core definition comes from the Institute"
justification,Justification (epistemology),4,epistemology,30248,https://en.wikipedia.org/?curid=30248,wd:Q145874,1,0,0,Justification (also called epistemic justification) is a property of beliefs that fulfill certain norms about what a person should believe. Epistemologists often identify justification as a component 
kernel-methods,Kernel method,4,machine-learning,3424576,https://en.wikipedia.org/?curid=3424576,wd:Q620622,1,6,0,"In machine learning, kernel machines are a class of algorithms for pattern analysis, whose best known member is the support-vector machine (SVM). These methods involve using linear classifiers to solv"
keynesian-economics,Keynesian economics,4,macroeconomics,17326,https://en.wikipedia.org/?curid=17326,wd:Q83937,1,102,0,"Keynesian economics ( KAYN-zee-ən; sometimes Keynesianism, named after British economist John Maynard Keynes) are the various macroeconomic theories and models of how aggregate demand (total spending "
kinesthetic-learning,Kinesthetic learning,4,pedagogy,1095131,https://en.wikipedia.org/?curid=1095131,wd:Q3647098,1,0,0,"Kinesthetic learning (American English), kinaesthetic learning (British English), or tactile learning is learning that involves physical activity. As cited by Favre (2009), Thomas Alva Edi Sound defin"
knowledge,Knowledge,4,epistemology,243391,https://en.wikipedia.org/?curid=243391,wd:Q9081,1,6,0,"Knowledge is an awareness of facts, a familiarity with individuals and situations, or a practical skill. Knowledge of facts, also called propositional knowledge, is often characterized as true belief "
knowledge-graphs,Knowledge graph,4,databases,64418530,https://en.wikipedia.org/?curid=64418530,wd:Q33002955,1,0,0,"In knowledge representation and reasoning, a knowledge graph is a knowledge base that uses a graph-structured data model or topology to represent and operate on data. Knowledge graphs are often used t"
knowledge-management,Knowledge management,4,business-administration,72896,https://en.wikipedia.org/?curid=72896,wd:Q192060,1,46,0,"Knowledge management (KM) refers to a range of processes focused on organizational awareness, learning, collaboration, and innovation. It involves using and sharing knowledge to support an organizatio"
knowledge-representation-and-reasoning,Knowledge representation and reasoning,4,artificial-intelligence,16920,https://en.wikipedia.org/?curid=16920,wd:Q3478658,1,60,0,"Knowledge representation (KR) aims to model information in a structured manner to formally represent it as knowledge in knowledge-based systems whereas knowledge representation and reasoning (KRR, KR&"
kolmogorov-complexity,Kolmogorov complexity,4,information-theory,1635,https://en.wikipedia.org/?curid=1635,wd:Q1456811,1,0,0,"In algorithmic information theory (a subfield of computer science and mathematics), the Kolmogorov complexity of an object, such as a piece of text, is the length of a shortest computer program (in a "
labor-economics,Labour economics,4,microeconomics,18178,https://en.wikipedia.org/?curid=18178,wd:Q28161,1,71,0,"Labour economics is the subfield of economics concerned with the study of labour as an input to economic production. Broadly, it surveys labor markets and the economic decisions of agents (i.e., worke"
landscape-ecology,Landscape ecology,4,physical-geography,252582,https://en.wikipedia.org/?curid=252582,wd:Q738011,1,0,0,"Landscape ecology is the science of studying and improving relationships between ecological processes in the environment and particular ecosystems. This is done within a variety of landscape scales, d"
entities-in-language,Language,4,language,17524,https://en.wikipedia.org/?curid=17524,wd:Q315,1,93,0,"Language is a structured system of communication that consists of grammar and vocabulary. It is the primary means by which humans convey meaning, both in spoken and signed forms, and may also be conve"
topics-in-language,Language,4,language,17524,https://en.wikipedia.org/?curid=17524,wd:Q315,1,103,0,"Language is a structured system of communication that consists of grammar and vocabulary. It is the primary means by which humans convey meaning, both in spoken and signed forms, and may also be conve"
language-assessment,Language assessment,4,applied-linguistics,16801992,https://en.wikipedia.org/?curid=16801992,wd:Q4536542,1,0,0,"Language assessment or language testing is a field of study under the umbrella of applied linguistics.  Its main focus is the assessment of first, second or other language in the school, college, or u"
language-development,Language development,4,psycholinguistics,2383086,https://en.wikipedia.org/?curid=2383086,wd:Q2330667,1,2,0,"Language development in humans is a process which starts early in life. Infants start without knowing a language, yet by 10 months, babies can distinguish speech sounds and engage in babbling. Some re"
language-documentation,Language documentation,4,applied-linguistics,4380142,https://en.wikipedia.org/?curid=4380142,wd:Q1133221,1,0,0,Language documentation (also: documentary linguistics) is a subfield of linguistics which aims to describe the grammar and use of human languages. It aims to provide a comprehensive record of the ling
language-education,Language education,4,applied-linguistics,186467,https://en.wikipedia.org/?curid=186467,wd:Q1455196,1,10,0,"Language education refers to the processes and practices of teaching a second or foreign language. Its study reflects interdisciplinary approaches, usually including some applied linguistics. There ar"
language-geography,Language geography,4,descriptive-linguistics,7464454,https://en.wikipedia.org/?curid=7464454,wd:Q371231,1,0,0,Language geography is the branch of human geography that studies the geographic distribution of language(s) or its constituent elements. Linguistic geography can also refer to studies of how people ta
language-policy,Language policy,4,language,373867,https://en.wikipedia.org/?curid=373867,wd:Q334451,1,6,0,"Language policy is both an interdisciplinary academic field and implementation of ideas about language use.
Some scholars such as Joshua Fishman and Ofelia García consider it as part of sociolinguisti"
language-revitalization,Language revitalization,4,applied-linguistics,577320,https://en.wikipedia.org/?curid=577320,wd:Q844244,1,0,0,"Language revitalization, also referred to as language revival or reversing language shift, is an attempt to halt or reverse the decline of a language or to revive an extinct one. Those involved can in"
large-language-models,Large language model,4,natural-language-processing,73248112,https://en.wikipedia.org/?curid=73248112,wd:Q115305900,1,2,0,"A large language model (LLM) is a neural network trained on a vast amount of text for natural language processing tasks, especially language generation. LLMs can generate, summarize, translate and par"
lasers,Laser,4,optics,17556,https://en.wikipedia.org/?curid=17556,wd:Q38867,1,46,0,A laser is a device that emits light through a process of optical amplification based on the stimulated emission of electromagnetic radiation. The word laser originated as an acronym for light amplifi
laser-cutting,Laser cutting,4,manufacturing-engineering,531911,https://en.wikipedia.org/?curid=531911,wd:Q593053,1,7,0,"Laser cutting is a technology that uses a laser to vaporize materials, resulting in a cut edge. While typically used for industrial manufacturing applications, it is now used by schools, small busines"
late-middle-ages,Late Middle Ages,4,middle-ages,2287895,https://en.wikipedia.org/?curid=2287895,wd:Q212976,1,5,0,The Late Middle Ages or late medieval period was the period of European history lasting from 1300 to 1500 AD. The late Middle Ages followed the High Middle Ages and preceded Early modern Europe (and i
late-modern-period,Late modern period,4,modern-era,23801631,https://en.wikipedia.org/?curid=23801631,wd:Q6495391,1,28,0,"In many periodizations of human history, the late modern period followed the early modern period. It began in 1789 with the start of the French Revolution and, depending on the author, either ended wi"
entities-in-law-enforcement,Law enforcement,4,law-enforcement,18486,https://en.wikipedia.org/?curid=18486,wd:Q44554,1,0,0,"Law enforcement is the activity of some members of the government or other social institutions who act in an organized manner to enforce the law by investigating, deterring, rehabilitating, or punishi"
topics-in-law-enforcement,Law enforcement,4,law-enforcement,18486,https://en.wikipedia.org/?curid=18486,wd:Q44554,1,30,0,"Law enforcement is the activity of some members of the government or other social institutions who act in an organized manner to enforce the law by investigating, deterring, rehabilitating, or punishi"
learning-by-teaching,Learning by teaching,4,pedagogy,1745942,https://en.wikipedia.org/?curid=1745942,wd:Q1820313,1,0,0,"In the field of pedagogy, learning by teaching  is a method of teaching in which students are made to learn material and prepare lessons to teach it to the other students. There is a strong emphasis o"
learning-spaces,Learning space,4,learning-theory,50129966,https://en.wikipedia.org/?curid=50129966,wd:Q25143906,1,0,0,"Learning space or learning setting is a physical setting for a learning environment, a place in which teaching and learning occur. It may be an indoor or outdoor location, either actual or virtual. Le"
learning-styles,Learning styles,4,learning-theory,1005416,https://en.wikipedia.org/?curid=1005416,wd:Q1820370,1,1,0,Learning styles refer to a range of theories that aim to account for differences in individuals' learning. Although there is ample evidence that individuals express personal preferences on how they pr
entities-in-learning-theory,Learning theory (education),4,learning-theory,17994,https://en.wikipedia.org/?curid=17994,wd:Q1790374,1,0,0,"Learning theory attempts to describe how students receive, process, and retain knowledge during learning. Cognitive, emotional, and environmental influences, as well as prior experience, all play a pa"
topics-in-learning-theory,Learning theory (education),4,learning-theory,17994,https://en.wikipedia.org/?curid=17994,wd:Q1790374,1,8,0,"Learning theory attempts to describe how students receive, process, and retain knowledge during learning. Cognitive, emotional, and environmental influences, as well as prior experience, all play a pa"
legislative-branch,Legislature,4,branches-of-government,44421,https://en.wikipedia.org/?curid=44421,wd:Q11204,1,12,0,"A legislature (UK: , US: ) is a deliberative assembly that holds the legal authority to make law and exercise political oversight within a political entity such as a  state, nation, or city. Legislatu"
leisure,Leisure,4,applied-sociology,17503,https://en.wikipedia.org/?curid=17503,wd:Q180910,1,6,0,"Leisure (UK: , US: ) has often been defined as a quality of experience or as free time. Free time is time spent away from business, work, job hunting, domestic chores, and education, as well as necess"
lexis,Lexis (linguistics),4,applied-linguistics,3136742,https://en.wikipedia.org/?curid=3136742,wd:Q3226977,1,0,0,"In linguistics, the term lexis (from Ancient Greek: λέξις 'word') designates the complete set of all possible words in a language, or a particular subset of words that are grouped by some specific lin"
liberalism,Liberalism,4,political-ideologies,19280734,https://en.wikipedia.org/?curid=19280734,wd:Q6216,1,22,0,"Liberalism is a political and moral philosophy based on the rights of the individual, liberty, consent of the governed, political equality, right to private property, and equality before the law. Diff"
libertarianism,Libertarianism,4,political-ideologies,3225498,https://en.wikipedia.org/?curid=3225498,wd:Q178598,1,3,0,"Libertarianism (from French: libertaire, lit. 'libertarian'; or from Latin: libertas, lit. 'freedom') is a political philosophy that holds liberty and personal sovereignty as primary values. Many libe"
liberty,Liberty,4,political-philosophy,936385,https://en.wikipedia.org/?curid=936385,wd:Q2979,1,14,0,"Liberty is the state of being free within society from restrictions imposed by authority on one's way of life, behavior, or political views. The concept of liberty can vary depending on perspective an"
lie-algebra,Lie algebra,4,algebra,17944,https://en.wikipedia.org/?curid=17944,wd:Q664495,1,8,0,"In mathematics, a Lie algebra (pronounced  LEE) is a vector space 
  
    
      
        
          
            g
          
        
      
    
    {\displaystyle {\mathfrak {g}}}
  
 together wit"
light-dependent-reactions,Light-dependent reactions,4,chemical-reactions,23982752,https://en.wikipedia.org/?curid=23982752,wd:Q862876,0,0,0,
limnology,Limnology,4,oceanography,145243,https://en.wikipedia.org/?curid=145243,wd:Q165838,1,0,0,"Limnology is the study of inland aquatic ecosystems. Pronounced  (lim-NOL-ə-jee), the name comes from Ancient Greek  λίμνη (límnē) 'lake' and  -λογία (-logía) 'study of'. It includes aspects of the bi"
linear-algebra,Linear algebra,4,algebra,18422,https://en.wikipedia.org/?curid=18422,wd:Q82571,1,201,0,"Linear algebra is the branch of mathematics concerning linear equations such as

  
    
      
        
          a
          
            1
          
        
        
          x
          
      "
entities-in-linguistic-anthropology,Linguistic anthropology,4,linguistic-anthropology,166208,https://en.wikipedia.org/?curid=166208,wd:Q772835,1,1,0,Linguistic anthropology is the interdisciplinary study of how language influences social life. It is a branch of anthropology that originated from the endeavor to document endangered languages and has
topics-in-linguistic-anthropology,Linguistic anthropology,4,linguistic-anthropology,166208,https://en.wikipedia.org/?curid=166208,wd:Q772835,1,5,0,Linguistic anthropology is the interdisciplinary study of how language influences social life. It is a branch of anthropology that originated from the endeavor to document endangered languages and has
entities-in-descriptive-linguistics,Linguistic description,4,descriptive-linguistics,55402,https://en.wikipedia.org/?curid=55402,wd:Q777864,0,0,0,
topics-in-descriptive-linguistics,Linguistic description,4,descriptive-linguistics,55402,https://en.wikipedia.org/?curid=55402,wd:Q777864,0,0,0,
linguistic-relativity,Linguistic relativity,4,philosophy-of-language,26915,https://en.wikipedia.org/?curid=26915,wd:Q179677,1,0,0,"Linguistic relativity asserts that language influences worldview or cognition. One form of linguistic relativity, linguistic determinism, regards peoples' languages as determining and influencing the "
linguistic-typology,Linguistic typology,4,theoretical-linguistics,48854,https://en.wikipedia.org/?curid=48854,wd:Q192625,1,0,0,Linguistic typology (or language typology) is a field of linguistics that studies and classifies languages according to their structural features to allow their comparison. Its aim is to describe and 
lipids,Lipid,4,biochemistry,17940,https://en.wikipedia.org/?curid=17940,wd:Q11367,1,55,0,"Lipids are a broad group of organic compounds that include fats, waxes, sterols, fat-soluble vitamins (such as vitamins A, D, E and K), monoglycerides, diglycerides, phospholipids, and others. The fun"
lipid-metabolism,Lipid metabolism,4,endocrinology,5988464,https://en.wikipedia.org/?curid=5988464,wd:Q2792936,1,20,0,"Lipid metabolism is the synthesis and degradation of lipids in cells, involving the breakdown and storage of fats for energy and the synthesis of structural and functional lipids, such as those involv"
liquid-crystal,Liquid crystal,4,optics,17973,https://en.wikipedia.org/?curid=17973,wd:Q203989,1,4,0,"Liquid crystal (LC) is a state of matter whose properties are between those of conventional liquids and those of solid crystals. For example, a liquid crystal can flow like a liquid, but its molecules"
entities-in-branches-of-law,List of areas of law,4,branches-of-law,3381901,https://en.wikipedia.org/?curid=3381901,wd:Q61019077,0,0,0,
topics-in-branches-of-law,List of areas of law,4,branches-of-law,3381901,https://en.wikipedia.org/?curid=3381901,wd:Q61019077,0,7,0,
literary-movements,List of literary movements,4,literary-history,1588815,https://en.wikipedia.org/?curid=1588815,wd:Q3083584,1,3,0,"Literary movements are a way to divide literature into categories of similar philosophical, topical, or aesthetic features, as opposed to divisions by genre or period. Like other categorizations, lite"
trigonometric-identities,List of trigonometric identities,4,trigonometry,25804104,https://en.wikipedia.org/?curid=25804104,wd:Q273008,1,8,0,"In trigonometry, trigonometric identities are equalities that involve trigonometric functions and are true for every value of the occurring variables for which both sides of the equality are defined. "
writers,Lists of writers,4,literary-history,64067,https://en.wikipedia.org/?curid=64067,wd:Q13019738,1,0,0,The following are lists of writers:
entities-in-literary-criticism,Literary criticism,4,literary-criticism,51123,https://en.wikipedia.org/?curid=51123,wd:Q58854,1,0,0,"A genre of arts criticism, literary criticism or literary studies is the study, evaluation, and interpretation of literature. Modern literary criticism is often influenced by literary theory, which is"
topics-in-literary-criticism,Literary criticism,4,literary-criticism,51123,https://en.wikipedia.org/?curid=51123,wd:Q58854,1,22,0,"A genre of arts criticism, literary criticism or literary studies is the study, evaluation, and interpretation of literature. Modern literary criticism is often influenced by literary theory, which is"
entities-in-literary-genres,Literary genre,4,literary-genres,455547,https://en.wikipedia.org/?curid=455547,wd:Q223393,1,0,0,"A literary genre is a category of literature. Genres may be determined by literary technique, tone, content, or length (especially for fiction). They generally move from more abstract, encompassing cl"
topics-in-literary-genres,Literary genre,4,literary-genres,455547,https://en.wikipedia.org/?curid=455547,wd:Q223393,1,40,0,"A literary genre is a category of literature. Genres may be determined by literary technique, tone, content, or length (especially for fiction). They generally move from more abstract, encompassing cl"
literary-theory,Literary theory,4,literary-criticism,51119,https://en.wikipedia.org/?curid=51119,wd:Q459381,1,7,0,"Literary theory is the systematic study of the nature of literature and of the methods for literary analysis. Since the 19th century, literary scholarship includes literary theory and considerations o"
liver-disease,Liver disease,4,hepatology,865271,https://en.wikipedia.org/?curid=865271,wd:Q929737,1,76,0,"Liver disease, or hepatic disease, is any of many diseases of the liver. If long-lasting it is termed chronic liver disease. Although the diseases differ in detail, liver diseases often have features "
local-area-networks,Local area network,4,computer-networks,17739,https://en.wikipedia.org/?curid=17739,wd:Q11381,1,102,0,"A local area network (LAN) is a computer network that interconnects computers within a limited area such as a residence, campus, or building, and has its network equipment and interconnects locally ma"
logistics,Logistics,4,supply-chain,77547,https://en.wikipedia.org/?curid=77547,wd:Q177777,1,25,0,"Logistics is the part of supply chain management that deals with the efficient forward and reverse flow of goods, services, and related information from the point of origin to the point of consumption"
lyme-disease,Lyme disease,4,infectious-diseases,244113,https://en.wikipedia.org/?curid=244113,wd:Q201989,1,11,0,"Lyme disease, also known as Lyme borreliosis, is a tick-borne disease caused by species of Borrelia bacteria, transmitted by blood-feeding ticks in the genus Ixodes. It is the most common disease spre"
lymphoma,Lymphoma,4,hematology,71422,https://en.wikipedia.org/?curid=71422,wd:Q208414,1,51,0,Lymphoma is a group of blood and lymph tumors that develop from lymphocytes (a type of white blood cell). The name typically refers to just the cancerous versions rather than all such tumors. Signs an
microelectromechanical-systems,MEMS,4,electromechanics,19638,https://en.wikipedia.org/?curid=19638,wd:Q175561,1,21,0,MEMS (micro-electromechanical systems) is the technology of microscopic devices incorporating both electronic and moving parts. MEMS are made up of components between 1 and 100 micrometres in size (i.
entities-in-machine-learning,Machine learning,4,machine-learning,233488,https://en.wikipedia.org/?curid=233488,wd:Q2539,1,1,0,"Machine learning (ML) is a field of study in artificial intelligence concerned with the development and study of statistical algorithms that can learn from data and generalize to unseen data, and thus"
topics-in-machine-learning,Machine learning,4,machine-learning,233488,https://en.wikipedia.org/?curid=233488,wd:Q2539,1,40,0,"Machine learning (ML) is a field of study in artificial intelligence concerned with the development and study of statistical algorithms that can learn from data and generalize to unseen data, and thus"
machine-tool,Machine tool,4,industrial-processes,191490,https://en.wikipedia.org/?curid=191490,wd:Q19768,1,43,0,"A machine tool is a machine for handling or machining metal or other rigid materials, usually by cutting, boring, grinding, shearing, or other forms of deformations.  Machine tools employ some sort of"
entities-in-macroeconomics,Macroeconomics,4,macroeconomics,18820,https://en.wikipedia.org/?curid=18820,wd:Q39680,1,1,0,"Macroeconomics is a branch of economics that deals with the performance, structure, behavior, and decision-making of an economy as a whole. This includes regional, national, and global economies. Macr"
topics-in-macroeconomics,Macroeconomics,4,macroeconomics,18820,https://en.wikipedia.org/?curid=18820,wd:Q39680,1,105,0,"Macroeconomics is a branch of economics that deals with the performance, structure, behavior, and decision-making of an economy as a whole. This includes regional, national, and global economies. Macr"
macromolecular-chemistry,Macromolecule,4,chemical-reactions,106231,https://en.wikipedia.org/?curid=106231,wd:Q178593,1,8,0,"A macromolecule is a ""molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low r"
magneto-optics,Magneto-optic effect,4,electromagnetism,41343,https://en.wikipedia.org/?curid=41343,wd:Q2744368,1,6,0,A magneto-optic effect is any one of a number of phenomena in which an electromagnetic wave propagates through a medium that has been altered by the presence of a quasistatic magnetic field.   In such
magnetochemistry,Magnetochemistry,4,inorganic-chemistry,30897833,https://en.wikipedia.org/?curid=30897833,wd:Q906226,1,0,0,Magnetochemistry is concerned with the magnetic properties of chemical compounds and elements. Magnetic properties arise from the spin and orbital angular momentum of the electrons contained in a comp
magnetospheres,Magnetosphere,4,planetary-science,20479,https://en.wikipedia.org/?curid=20479,wd:Q6915,1,1,0,"In astronomy and planetary science, a magnetosphere is a region of space surrounding an astronomical object, such as a planet or other object, in which charged particles are affected by that object's "
magnetostatics,Magnetostatics,4,electromagnetism,1509289,https://en.wikipedia.org/?curid=1509289,wd:Q665093,1,3,0,"Magnetostatics is the study of magnetic fields in systems where the currents are steady (not changing with time). It is the magnetic analogue of electrostatics, where the charges are stationary. The m"
